province_eng,region_eng,month,year,occupancy_rate,no_tourist_occupied,no_tourist_all,no_tourist_thai,no_tourist_foreign,net_profit_all,net_profit_thai,net_profit_foreign
Buriram,east_northeast,1,2022,61.59,113745,196609,195466,1143,367.72,365.62,2.1
Buriram,east_northeast,2,2022,50.27,97166,191892,191359,533,395.53,394.65,0.88
Buriram,east_northeast,3,2022,52.56,104670,207145,206553,592,439.91,438.86,1.05
Buriram,east_northeast,4,2022,60.31,111676,219398,218783,615,470.06,468.72,1.34
Buriram,east_northeast,5,2022,57.35,109177,214300,213614,686,436.96,435.46,1.5
Buriram,east_northeast,6,2022,56.3,106802,209622,208602,1020,420.6,418.51,2.09
Buriram,east_northeast,7,2022,60.69,111263,218778,217215,1563,439.51,435.9,3.61
Buriram,east_northeast,8,2022,59.51,109146,215926,214412,1514,418.63,415.08,3.55
Buriram,east_northeast,9,2022,75.15,139388,258487,256030,2457,529.46,522.89,6.57
Buriram,east_northeast,10,2022,86.41,193238,426795,423010,3785,891.52,880.84,10.68
Buriram,east_northeast,11,2022,60.96,117539,261557,258723,2834,501.46,493.87,7.59
Buriram,east_northeast,12,2022,68.49,129964,294927,292009,2918,591.13,582.96,8.17
Buriram,east_northeast,1,2023,73.5,144765,305026,301517,3509,627.83,617.3,10.53
Buriram,east_northeast,2,2023,68.17,131056,273722,270392,3330,550.94,541.25,9.69
Buriram,east_northeast,3,2023,69.87,134795,281889,278386,3503,569.1,558.86,10.24
Buriram,east_northeast,4,2023,73.58,140900,297965,294076,3889,615.92,604.43,11.49
Buriram,east_northeast,5,2023,70.16,136044,269897,267621,2276,546.34,540.43,5.91
Buriram,east_northeast,6,2023,67.38,128394,254708,252495,2213,504.49,498.94,5.55
Buriram,east_northeast,7,2023,68.62,132959,260461,258062,2399,522.75,516.63,6.12
Buriram,east_northeast,8,2023,70.09,135836,265908,263426,2482,535.78,529.42,6.36
Buriram,east_northeast,9,2023,67.64,130801,242476,240169,2307,476.48,470.58,5.9
Buriram,east_northeast,10,2023,87.12,196874,434960,430562,4398,1036.05,1024.71,11.34
Buriram,east_northeast,11,2023,64.49,128550,262462,258852,3610,654.16,645.27,8.89
Buriram,east_northeast,12,2023,70.57,145492,299873,295547,4326,767.72,756.4,11.32
Buriram,east_northeast,1,2024,76.32,151477,320479,315513,4966,773.55,760.27,13.28
Buriram,east_northeast,2,2024,72.48,145424,306271,302343,3928,735.71,724.03,11.68
Buriram,east_northeast,3,2024,70.9,140908,296499,292930,3569,711.74,700.98,10.76
Buriram,east_northeast,4,2024,73.92,144968,329020,324742,4278,772.65,760.4,12.25
Buriram,east_northeast,5,2024,71.13,138840,295652,291552,4100,601.53,589.53,12
Buriram,east_northeast,6,2024,72.35,142627,303348,298973,4375,617.68,604.74,12.94
Buriram,east_northeast,7,2024,76.76,160503,362330,357036,5294,730.85,714.85,16
Buriram,east_northeast,8,2024,73.21,148468,318860,313411,5449,663.12,646.61,16.51
Buriram,east_northeast,9,2024,70.88,139151,300691,295101,5590,625.85,608.87,16.98
Chachoengsao,east,1,2019,59.4,38687,270438,266707,3731,292.96,288.18,4.78
Chachoengsao,east,2,2019,65.02,36670,256405,252608,3797,277.81,272.95,4.86
Chachoengsao,east,3,2019,60.15,38242,267162,264115,3047,289.3,285.4,3.9
Chachoengsao,east,4,2019,60.57,43541,310140,308646,1494,491.16,487.72,3.44
Chachoengsao,east,5,2019,61.2,45558,324862,323575,1287,514.28,511.31,2.97
Chachoengsao,east,6,2019,55.57,40885,291289,289940,1349,461.32,458.19,3.13
Chachoengsao,east,7,2019,57.48,43081,292809,290878,1931,448.54,443.17,5.37
Chachoengsao,east,8,2019,53.21,38773,263583,261872,1711,403.74,398.98,4.76
Chachoengsao,east,9,2019,53.85,39815,270653,268890,1763,414.57,409.65,4.92
Chachoengsao,east,10,2019,52.12,39094,306601,302219,4382,497.65,489.8,7.85
Chachoengsao,east,11,2019,53.98,40612,318879,315214,3665,517.44,510.87,6.57
Chachoengsao,east,12,2019,49.81,37466,293910,289895,4015,477.01,469.81,7.2
Chachoengsao,east,1,2020,55.42,36156,268543,264901,3642,296.47,291.73,4.74
Chachoengsao,east,2,2020,42.51,26152,123664,122264,1400,143.84,142.04,1.8
Chachoengsao,east,3,2020,9.42,5996,40922,40848,74,46.1,46.01,0.09
Chachoengsao,east,4,2020,0,0,0,0,0,0,0,0
Chachoengsao,east,5,2020,0.68,496,496,496,0,0.64,0.64,0
Chachoengsao,east,6,2020,9.16,5049,54880,54880,0,74.91,74.91,0
Chachoengsao,east,7,2020,18.21,10458,234565,234565,0,320.16,320.16,0
Chachoengsao,east,8,2020,21.19,14665,232378,232378,0,285.46,285.46,0
Chachoengsao,east,9,2020,24.72,17957,239974,239966,8,320.76,320.75,0.01
Chachoengsao,east,10,2020,28.94,21697,279170,279159,11,399.94,399.93,0.01
Chachoengsao,east,11,2020,34.61,29200,308268,308090,178,446.94,446.67,0.27
Chachoengsao,east,12,2020,30.67,23032,289503,289337,166,416.68,416.41,0.27
Chachoengsao,east,1,2021,4.82,3743,49532,49532,0,59.24,59.24,0
Chachoengsao,east,2,2021,10.13,7650,80357,80357,0,96.25,96.25,0
Chachoengsao,east,3,2021,15.39,8038,86518,86518,0,96.03,96.03,0
Chachoengsao,east,4,2021,7.27,3693,29877,29877,0,41.08,41.08,0
Chachoengsao,east,5,2021,1.57,847,5688,5688,0,6.02,6.02,0
Chachoengsao,east,6,2021,1.48,737,4415,4415,0,4.53,4.53,0
Chachoengsao,east,7,2021,0.87,440,2359,2359,0,2.24,2.24,0
Chachoengsao,east,8,2021,0.64,307,1995,1995,0,1.86,1.86,0
Chachoengsao,east,9,2021,4.71,2288,7480,7480,0,7.26,7.26,0
Chachoengsao,east,10,2021,11.65,5667,192208,192208,0,201.22,201.22,0
Chachoengsao,east,11,2021,18.26,11229,337607,337607,0,370.77,370.77,0
Chachoengsao,east,12,2021,31.12,23088,350064,349850,214,452.24,452.06,0.18
Chachoengsao,east,1,2022,29.47,21685,335492,335295,197,396.74,396.58,0.16
Chachoengsao,east,2,2022,30.72,22855,343718,343491,227,401.74,401.53,0.21
Chachoengsao,east,3,2022,29.65,22017,337803,337617,186,392.31,392.14,0.17
Chachoengsao,east,4,2022,33.26,23766,391060,390826,234,425.49,425.28,0.21
Chachoengsao,east,5,2022,29.85,22228,337047,336782,265,375.38,375.14,0.24
Chachoengsao,east,6,2022,28.48,21696,335502,335160,342,370.92,370.61,0.31
Chachoengsao,east,7,2022,30.93,22985,411053,410661,392,437.57,437.21,0.36
Chachoengsao,east,8,2022,29.04,21770,397602,397149,453,421.18,420.77,0.41
Chachoengsao,east,9,2022,27.56,21108,390025,389560,465,423.63,423.2,0.43
Chachoengsao,east,10,2022,30.53,22339,394489,393702,787,433.44,432.7,0.74
Chachoengsao,east,11,2022,38.19,26741,481958,481078,880,533.86,533.02,0.84
Chachoengsao,east,12,2022,42.55,30212,464967,463922,1045,521.4,520.39,1.01
Chachoengsao,east,1,2023,41.64,30736,456049,454756,1293,514.63,513.33,1.3
Chachoengsao,east,2,2023,39.87,28121,431321,430154,1167,478.12,476.97,1.15
Chachoengsao,east,3,2023,40.29,29399,467889,466836,1053,525.51,524.46,1.05
Chachoengsao,east,4,2023,39.11,28820,475652,473803,1849,547.61,545.63,1.98
Chachoengsao,east,5,2023,38.26,27907,449040,447436,1604,598.39,596.63,1.76
Chachoengsao,east,6,2023,34.73,25551,433512,432119,1393,578.42,576.86,1.56
Chachoengsao,east,7,2023,37.46,27475,456729,455077,1652,595.84,594.06,1.78
Chachoengsao,east,8,2023,39.26,28800,462239,460750,1489,613.93,612.36,1.57
Chachoengsao,east,9,2023,40.85,29352,470647,468993,1654,621.37,619.63,1.74
Chachoengsao,east,10,2023,43.39,32205,482857,481315,1542,625.35,623.65,1.7
Chachoengsao,east,11,2023,45.51,32687,517540,515531,2009,661.44,658.62,2.82
Chachoengsao,east,12,2023,49.44,36583,582473,580418,2055,797.17,793.99,3.18
Chachoengsao,east,1,2024,48.01,35879,567169,565187,1982,703.34,700.3,3.04
Chachoengsao,east,2,2024,47.16,32934,522983,520991,1992,659.03,655.98,3.05
Chachoengsao,east,3,2024,51.23,34266,542589,540150,2439,682.47,678.92,3.55
Chachoengsao,east,4,2024,53.14,35522,582266,579229,3037,761.61,757.24,4.37
Chachoengsao,east,5,2024,43.53,29206,462997,458984,4013,622.85,616.61,6.24
Chachoengsao,east,6,2024,44.14,30668,451486,447755,3731,641.38,635.15,6.23
Chachoengsao,east,7,2024,44.91,30842,492059,488145,3914,665.44,659.14,6.3
Chachoengsao,east,8,2024,41.89,29605,475965,471835,4130,637.04,630.44,6.6
Chachoengsao,east,9,2024,40.29,27853,463273,459436,3837,613.6,607.58,6.02
Chainat,central,1,2019,79.31,27141,79073,78514,559,101.79,100.9,0.89
Chainat,central,2,2019,77.15,25861,75380,74931,449,97.01,96.3,0.71
Chainat,central,3,2019,78.55,27089,79017,78677,340,101.68,101.12,0.56
Chainat,central,4,2019,77.55,26723,88365,87972,393,139.77,138.95,0.82
Chainat,central,5,2019,74.92,24902,82495,82280,215,130.41,129.96,0.45
Chainat,central,6,2019,73.03,23450,77614,77342,272,122.72,122.17,0.55
Chainat,central,7,2019,71.39,24004,66583,66109,474,108.19,107.38,0.81
Chainat,central,8,2019,62.23,21189,58782,58385,397,95.51,94.83,0.68
Chainat,central,9,2019,69.78,23130,64189,63803,386,104.31,103.64,0.67
Chainat,central,10,2019,64.88,22319,58103,57830,273,106.74,106.23,0.51
Chainat,central,11,2019,70.83,22758,59235,59021,214,108.81,108.41,0.4
Chainat,central,12,2019,74.01,24993,65106,64544,562,119.62,118.58,1.04
Chainat,central,1,2020,73.47,23128,72893,72380,513,91.93,91.09,0.84
Chainat,central,2,2020,58.98,18283,54383,54023,360,71.64,71.04,0.6
Chainat,central,3,2020,10.92,3363,10295,10227,68,13.16,13.05,0.11
Chainat,central,4,2020,0,0,0,0,0,0,0,0
Chainat,central,5,2020,1.76,531,531,531,0,0.66,0.66,0
Chainat,central,6,2020,12.61,3565,10667,10667,0,13.49,13.49,0
Chainat,central,7,2020,32.16,9911,25771,25771,0,34.43,34.43,0
Chainat,central,8,2020,34.68,10732,33572,33572,0,40.37,40.37,0
Chainat,central,9,2020,36.33,12546,38038,38038,0,45.83,45.83,0
Chainat,central,10,2020,33.06,11344,44297,44297,0,61.13,61.13,0
Chainat,central,11,2020,39.87,15316,54630,54630,0,77.01,77.01,0
Chainat,central,12,2020,33.54,13468,49823,49823,0,70.75,70.75,0
Chainat,central,1,2021,16.13,6508,31718,31718,0,40.53,40.53,0
Chainat,central,2,2021,33.05,13303,49394,49394,0,68.03,68.03,0
Chainat,central,3,2021,36.73,14756,53173,53173,0,74.09,74.09,0
Chainat,central,4,2021,9.72,5856,31521,31521,0,40.79,40.79,0
Chainat,central,5,2021,3.81,1285,5843,5843,0,5.78,5.78,0
Chainat,central,6,2021,3.23,1046,5221,5221,0,5.1,5.1,0
Chainat,central,7,2021,2.73,730,3194,3194,0,2.9,2.9,0
Chainat,central,8,2021,4.76,1349,4171,4171,0,3.61,3.61,0
Chainat,central,9,2021,9.18,3743,11052,11052,0,9.67,9.67,0
Chainat,central,10,2021,15.79,6656,25249,25249,0,22.28,22.28,0
Chainat,central,11,2021,21.43,11945,44850,44850,0,40.72,40.72,0
Chainat,central,12,2021,34.16,13622,51161,51147,14,71.31,71.3,0.01
Chainat,central,1,2022,35.66,13936,53856,53831,25,74.08,74.06,0.02
Chainat,central,2,2022,36.38,14216,55261,55239,22,75.11,75.09,0.02
Chainat,central,3,2022,43.58,15586,62819,62782,37,84.44,84.41,0.03
Chainat,central,4,2022,44.96,16146,71508,71460,48,90.64,90.6,0.04
Chainat,central,5,2022,41.61,15003,65680,65597,83,82.2,82.13,0.07
Chainat,central,6,2022,38.74,14086,63327,63230,97,78.82,78.74,0.08
Chainat,central,7,2022,42.47,15163,70706,70513,193,87.35,87.2,0.15
Chainat,central,8,2022,39.68,14215,65541,65403,138,81.29,81.18,0.11
Chainat,central,9,2022,42.41,15162,70276,70117,159,90.01,89.88,0.13
Chainat,central,10,2022,39.69,14203,65661,65430,231,85.62,85.43,0.19
Chainat,central,11,2022,38.11,13547,73476,73222,254,89.15,88.93,0.22
Chainat,central,12,2022,41.85,15509,79343,79056,287,101.01,100.76,0.25
Chainat,central,1,2023,42.77,15723,73856,73337,519,96.23,95.31,0.92
Chainat,central,2,2023,45.03,17049,76937,76531,406,101.55,100.65,0.9
Chainat,central,3,2023,43.55,16737,72338,71732,606,97.32,96.37,0.95
Chainat,central,4,2023,43.8,16447,85805,85166,639,121.94,120.81,1.13
Chainat,central,5,2023,44.5,17491,79914,79478,436,112.83,112.05,0.78
Chainat,central,6,2023,48.41,18425,86042,85507,535,123.13,122.2,0.93
Chainat,central,7,2023,50.78,19822,92374,91782,592,137.93,137.21,0.72
Chainat,central,8,2023,48.53,18941,88466,87982,484,127.78,127.23,0.55
Chainat,central,9,2023,46.62,18169,85087,84616,471,125.71,125.01,0.7
Chainat,central,10,2023,50.33,19339,92239,91858,381,133.4,132.84,0.56
Chainat,central,11,2023,53.05,20292,99506,99118,388,147.99,147.39,0.6
Chainat,central,12,2023,54.46,21473,106877,106470,407,165.62,164.45,1.17
Chainat,central,1,2024,51.34,20272,97703,97158,545,153.9,152.67,1.23
Chainat,central,2,2024,48.62,20024,90499,90008,491,137.35,136.28,1.07
Chainat,central,3,2024,49.27,20434,94322,93749,573,141.93,140.79,1.14
Chainat,central,4,2024,50.05,21398,111682,111194,488,174.51,173.51,1
Chainat,central,5,2024,48.22,20470,107588,106973,615,167.36,166.14,1.22
Chainat,central,6,2024,47.12,19379,89323,88771,552,143.99,142.91,1.08
Chainat,central,7,2024,51.04,20227,98951,98306,645,153.05,151.96,1.09
Chainat,central,8,2024,49.74,19434,95240,94646,594,144.01,143.08,0.93
Chainat,central,9,2024,51.98,19738,100169,99446,723,154.54,153.4,1.14
Chaiyaphum,east_northeast,1,2019,65.59,72160,136109,135391,718,179.16,177.36,1.8
Chaiyaphum,east_northeast,2,2019,54.19,52842,99661,99109,552,131.21,129.83,1.38
Chaiyaphum,east_northeast,3,2019,56.32,57589,108648,108133,515,142.94,141.65,1.29
Chaiyaphum,east_northeast,4,2019,55.66,65709,127842,126305,1537,161.57,159.06,2.51
Chaiyaphum,east_northeast,5,2019,53.25,73253,142506,141216,1290,179.93,177.83,2.1
Chaiyaphum,east_northeast,6,2019,58.92,75654,147178,145781,1397,185.86,183.59,2.27
Chaiyaphum,east_northeast,7,2019,64.02,94995,236369,235676,693,223.36,221.65,1.71
Chaiyaphum,east_northeast,8,2019,60.73,83298,207066,206169,897,196.11,193.9,2.21
Chaiyaphum,east_northeast,9,2019,65.91,90970,226328,225627,701,213.92,212.2,1.72
Chaiyaphum,east_northeast,10,2019,57.64,82871,124898,124384,514,197.2,195.49,1.71
Chaiyaphum,east_northeast,11,2019,56.77,79618,119964,119328,636,189.66,187.54,2.12
Chaiyaphum,east_northeast,12,2019,58.35,84805,127751,126952,799,202.2,199.53,2.67
Chaiyaphum,east_northeast,1,2020,61.26,70023,130777,130071,706,178.31,176.46,1.85
Chaiyaphum,east_northeast,2,2020,40.28,40467,66801,66384,417,90.39,89.29,1.1
Chaiyaphum,east_northeast,3,2020,12.06,12328,23996,23447,549,30.53,29.42,1.11
Chaiyaphum,east_northeast,4,2020,0.05,67,67,67,0,0.03,0.03,0
Chaiyaphum,east_northeast,5,2020,1.93,1948,1948,1948,0,2,2,0
Chaiyaphum,east_northeast,6,2020,9.94,11349,23988,23988,0,25.39,25.39,0
Chaiyaphum,east_northeast,7,2020,26.17,37967,95381,95381,0,77.99,77.99,0
Chaiyaphum,east_northeast,8,2020,27.8,30318,77766,77766,0,57.23,57.23,0
Chaiyaphum,east_northeast,9,2020,28.85,35629,89038,89038,0,71.16,71.16,0
Chaiyaphum,east_northeast,10,2020,34.78,42963,79812,79812,0,108.71,108.71,0
Chaiyaphum,east_northeast,11,2020,36.31,61301,107475,107475,0,151.24,151.24,0
Chaiyaphum,east_northeast,12,2020,37.89,63667,111044,111044,0,156.72,156.72,0
Chaiyaphum,east_northeast,1,2021,19.51,32747,64400,64400,0,78.78,78.78,0
Chaiyaphum,east_northeast,2,2021,22.4,37615,56755,56691,64,66.23,66.1,0.13
Chaiyaphum,east_northeast,3,2021,28.41,47670,71918,71852,66,78.58,78.44,0.14
Chaiyaphum,east_northeast,4,2021,16.56,26881,40561,40512,49,63.89,63.79,0.1
Chaiyaphum,east_northeast,5,2021,3.7,5794,7737,7725,12,9.72,9.7,0.02
Chaiyaphum,east_northeast,6,2021,3.08,4651,6515,6506,9,7.99,7.97,0.02
Chaiyaphum,east_northeast,7,2021,2.08,3225,6802,6802,0,7.66,7.66,0
Chaiyaphum,east_northeast,8,2021,2.18,3384,13695,13682,13,17.59,17.57,0.02
Chaiyaphum,east_northeast,9,2021,3.14,4684,16842,16813,29,12.6,12.57,0.03
Chaiyaphum,east_northeast,10,2021,6.66,10061,24350,24317,33,19.68,19.64,0.04
Chaiyaphum,east_northeast,11,2021,19.06,27743,48905,48826,79,69.92,69.77,0.15
Chaiyaphum,east_northeast,12,2021,36.92,56563,99618,99364,254,150.49,149.94,0.55
Chaiyaphum,east_northeast,1,2022,31.56,54377,96982,96703,279,140.71,140.13,0.58
Chaiyaphum,east_northeast,2,2022,27.24,48096,85793,85619,174,117.05,116.75,0.3
Chaiyaphum,east_northeast,3,2022,33.14,51656,92134,91948,186,127.32,126.97,0.35
Chaiyaphum,east_northeast,4,2022,43.11,55357,99674,99462,212,141.65,141.22,0.43
Chaiyaphum,east_northeast,5,2022,32.55,44753,83662,83478,184,115.89,115.54,0.35
Chaiyaphum,east_northeast,6,2022,35.34,46029,85540,85219,321,120.2,119.48,0.72
Chaiyaphum,east_northeast,7,2022,38.74,48086,88751,88246,505,125.63,124.4,1.23
Chaiyaphum,east_northeast,8,2022,35.67,44428,78211,77739,472,108.33,107.19,1.14
Chaiyaphum,east_northeast,9,2022,31.25,42116,74720,74275,445,99.48,98.45,1.03
Chaiyaphum,east_northeast,10,2022,36.58,47589,84058,83689,369,110.48,109.66,0.82
Chaiyaphum,east_northeast,11,2022,35.87,46668,82421,82032,389,106.62,105.74,0.88
Chaiyaphum,east_northeast,12,2022,50.35,59010,104006,103551,455,139.49,138.42,1.07
Chaiyaphum,east_northeast,1,2023,47.77,56333,100242,99800,442,141.89,140.89,1
Chaiyaphum,east_northeast,2,2023,44.61,53330,94804,94390,414,128.52,127.6,0.92
Chaiyaphum,east_northeast,3,2023,48.96,56473,103500,103043,457,141.97,140.94,1.03
Chaiyaphum,east_northeast,4,2023,52.14,60076,137254,136729,525,186.15,184.91,1.24
Chaiyaphum,east_northeast,5,2023,50.19,58666,123680,123202,478,166.14,165.04,1.1
Chaiyaphum,east_northeast,6,2023,53.34,61157,130208,129723,485,175.57,174.45,1.12
Chaiyaphum,east_northeast,7,2023,70.98,82124,188892,188375,517,264.57,263.32,1.25
Chaiyaphum,east_northeast,8,2023,69.18,79864,170390,169888,502,443.91,442.71,1.2
Chaiyaphum,east_northeast,9,2023,61.1,69103,141329,140912,417,188.83,187.78,1.05
Chaiyaphum,east_northeast,10,2023,63.42,73224,147948,147553,395,200.46,199.47,0.99
Chaiyaphum,east_northeast,11,2023,64.98,74977,152533,152121,412,209.06,208.01,1.05
Chaiyaphum,east_northeast,12,2023,66.93,79920,162233,161777,456,237.88,236.7,1.18
Chaiyaphum,east_northeast,1,2024,67.69,81203,167707,167235,472,239.42,238.18,1.24
Chaiyaphum,east_northeast,2,2024,60.73,72073,149676,149299,377,209.44,208.46,0.98
Chaiyaphum,east_northeast,3,2024,58.82,69099,144435,144124,311,201.44,200.6,0.84
Chaiyaphum,east_northeast,4,2024,63.83,73317,238356,237803,553,281.81,280.5,1.31
Chaiyaphum,east_northeast,5,2024,64.04,74301,147976,147470,506,194.38,193.18,1.2
Chaiyaphum,east_northeast,6,2024,56.74,66808,134763,134213,550,185.13,183.82,1.31
Chaiyaphum,east_northeast,7,2024,72.32,88054,211635,210744,891,280.99,278.7,2.29
Chaiyaphum,east_northeast,8,2024,68.83,79043,182185,181233,952,333.95,331.5,2.45
Chaiyaphum,east_northeast,9,2024,65.63,72702,153509,152546,963,215.29,212.81,2.48
Chanthaburi,east,1,2019,68.86,118776,257105,250149,6956,844.48,795.71,48.77
Chanthaburi,east,2,2019,65.38,101232,219047,212941,6106,720.17,677.35,42.82
Chanthaburi,east,3,2019,70.57,120696,261843,256045,5798,855.13,814.47,40.66
Chanthaburi,east,4,2019,63.8,159693,247957,236823,11134,978.89,901.76,77.13
Chanthaburi,east,5,2019,61.53,153920,238905,229036,9869,940.48,872.11,68.37
Chanthaburi,east,6,2019,62.08,153288,238059,226915,11144,941.22,864.03,77.19
Chanthaburi,east,7,2019,60.21,131601,166171,158020,8151,583.77,549.33,34.44
Chanthaburi,east,8,2019,50.75,115377,145697,138506,7191,511.88,481.49,30.39
Chanthaburi,east,9,2019,54.4,117448,148287,141054,7233,520.93,490.37,30.56
Chanthaburi,east,10,2019,54.68,142775,190414,184123,6291,615.32,587.53,27.79
Chanthaburi,east,11,2019,52.16,132847,177500,169992,7508,575.61,542.44,33.17
Chanthaburi,east,12,2019,58.39,145003,193495,186546,6949,625.96,595.25,30.71
Chanthaburi,east,1,2020,76.36,126987,300501,293389,7112,1000.64,950.74,49.9
Chanthaburi,east,2,2020,57.05,95216,262355,257162,5193,880.06,843.27,36.79
Chanthaburi,east,3,2020,22.01,41984,79427,79361,66,227.46,227.01,0.45
Chanthaburi,east,4,2020,0,0,0,0,0,0,0,0
Chanthaburi,east,5,2020,0,0,0,0,0,0,0,0
Chanthaburi,east,6,2020,22.7,38357,58033,58033,0,185.42,185.42,0
Chanthaburi,east,7,2020,44.26,99791,118938,118938,0,369.49,369.49,0
Chanthaburi,east,8,2020,33.66,73812,91373,91373,0,255.47,255.47,0
Chanthaburi,east,9,2020,35.72,76157,94781,94781,0,261.74,261.74,0
Chanthaburi,east,10,2020,42.22,104747,139299,139258,41,411.55,411.37,0.18
Chanthaburi,east,11,2020,41.02,118169,157162,156724,438,464.96,463.08,1.88
Chanthaburi,east,12,2020,36.12,89898,119686,119337,349,353.88,352.39,1.49
Chanthaburi,east,1,2021,0,0,0,0,0,0,0,0
Chanthaburi,east,2,2021,22.03,48190,63893,63808,85,213.63,213.37,0.26
Chanthaburi,east,3,2021,38.07,81769,108385,108293,92,314.74,314.45,0.29
Chanthaburi,east,4,2021,40.74,87520,116001,115931,70,345.08,344.88,0.2
Chanthaburi,east,5,2021,9.22,20737,22331,22275,56,60.56,60.45,0.11
Chanthaburi,east,6,2021,8.59,19840,20687,20602,85,53.81,53.63,0.18
Chanthaburi,east,7,2021,7.13,16972,17139,17083,56,43.69,43.57,0.12
Chanthaburi,east,8,2021,10.81,18148,17881,17815,66,49.44,49.29,0.15
Chanthaburi,east,9,2021,17.05,20481,24937,24842,95,65.39,65.17,0.22
Chanthaburi,east,10,2021,33.69,41667,49181,49069,112,133.99,133.74,0.25
Chanthaburi,east,11,2021,40.95,92444,127398,127173,225,359.74,359.2,0.54
Chanthaburi,east,12,2021,59.62,96072,132403,132126,277,405.6,404.93,0.67
Chanthaburi,east,1,2022,40.22,67164,76001,75529,472,269.52,268.56,0.96
Chanthaburi,east,2,2022,49.33,76573,113235,112702,533,415,413.86,1.14
Chanthaburi,east,3,2022,48.67,76026,115139,114564,575,382.55,381.06,1.49
Chanthaburi,east,4,2022,53.8,81657,119568,118776,792,392.37,390.72,1.65
