province_eng,region_eng,month,year,occupancy_rate,no_tourist_occupied,no_tourist_all,no_tourist_thai,no_tourist_foreign,net_profit_all,net_profit_thai,net_profit_foreign
Udon Thani,east_northeast,4,2022,45.32,97916,228830,227675,1155,455.13,451.4,3.73
Udon Thani,east_northeast,5,2022,48.29,107761,259120,257929,1191,497.01,493.14,3.87
Udon Thani,east_northeast,6,2022,47.63,103845,268696,249130,19566,539.91,474.6,65.31
Udon Thani,east_northeast,7,2022,52.17,110081,299046,276936,22110,580.49,506.2,74.29
Udon Thani,east_northeast,8,2022,50.51,106666,280401,257774,22627,529.76,453.42,76.34
Udon Thani,east_northeast,9,2022,49.33,104210,276798,254213,22585,517.34,441.33,76.01
Udon Thani,east_northeast,10,2022,50.68,106566,293400,269957,23443,539.76,460.58,79.18
Udon Thani,east_northeast,11,2022,49.28,103471,285304,260951,24353,518.96,436.35,82.61
Udon Thani,east_northeast,12,2022,60.62,125559,334558,310100,24458,636.28,553.34,82.94
Udon Thani,east_northeast,1,2023,68.51,142271,381671,332135,49536,990.58,820.63,169.95
Udon Thani,east_northeast,2,2023,62.39,129989,329825,287940,41885,894.88,753.44,141.44
Udon Thani,east_northeast,3,2023,63.52,133260,366676,292242,74434,1009.45,757.24,252.21
Udon Thani,east_northeast,4,2023,65.74,137049,404621,313764,90857,1096.7,772.92,323.78
Udon Thani,east_northeast,5,2023,63.29,132463,338075,260804,77271,866.9,591.09,275.81
Udon Thani,east_northeast,6,2023,61.91,127944,326731,250280,76451,997.86,725.3,272.56
Udon Thani,east_northeast,7,2023,63.97,133594,359211,278866,80345,1012.5,736.32,276.18
Udon Thani,east_northeast,8,2023,62.65,130688,326497,253701,72796,970.79,720.52,250.27
Udon Thani,east_northeast,9,2023,64.41,135044,321399,252330,69069,959.78,719.32,240.46
Udon Thani,east_northeast,10,2023,66.81,143958,403009,317216,85793,1098.07,800.54,297.53
Udon Thani,east_northeast,11,2023,61.05,128568,361181,278294,82887,1016.37,729.32,287.05
Udon Thani,east_northeast,12,2023,67.04,145880,414894,326569,88325,1080.88,774.42,306.46
Udon Thani,east_northeast,1,2024,64.24,138362,397820,317237,80583,1054.49,772.58,281.91
Udon Thani,east_northeast,2,2024,62.56,130458,377706,299717,77989,1042.75,770.05,272.7
Udon Thani,east_northeast,3,2024,63.77,135692,390560,310598,79962,1081.51,802.01,279.5
Udon Thani,east_northeast,4,2024,67.32,143435,443189,351586,91603,1248.5,915.28,333.22
Udon Thani,east_northeast,5,2024,64.6,137981,400791,316239,84552,1128.07,820.12,307.95
Udon Thani,east_northeast,6,2024,63.22,130561,385714,301557,84157,1108.4,816.51,291.89
Udon Thani,east_northeast,7,2024,65.44,137613,396049,309533,86516,1131.39,831.45,299.94
Udon Thani,east_northeast,8,2024,67.57,142506,405016,317552,87464,1160.65,857.4,303.25
Udon Thani,east_northeast,9,2024,65.18,136967,392343,307800,84543,1121.06,828,293.06
Uthai Thani,north,1,2019,51.56,30736,76665,76374,291,123.83,122.84,0.99
Uthai Thani,north,2,2019,54.37,29469,73520,73263,257,118.71,117.84,0.87
Uthai Thani,north,3,2019,51.89,30117,75114,74818,296,121.34,120.34,1
Uthai Thani,north,4,2019,53.96,31408,70487,69608,879,114.27,112.4,1.87
